_id,Year/Année,Name/Nom,Frequency/Fréquence
39637,1982,LEIGH,24
39638,1982,LEILA,12
39639,1982,LENA,9
39640,1982,LEONA,9
39641,1982,LESLEY,97
39642,1982,LESLIE,106
39643,1982,LIA,18
39644,1982,LIANA,11
39645,1982,LIANE,10
39646,1982,LIANNE,23
39647,1982,LIDIA,6
39648,1982,LILA,6
39649,1982,LILIANA,7
39650,1982,LILLIAN,15
39651,1982,LILY,6
39652,1982,LINA,19
39653,1982,LINDA,107
39654,1982,LINDSAY,661
39655,1982,LINDSEY,160
39656,1982,LINDY,9
39657,1982,LISA,723
39658,1982,LISA-MARIE,17
39659,1982,LISE,9
39660,1982,LISSA,7
39661,1982,LIZA,11
39662,1982,LONI,8
39663,1982,LORA,10
39664,1982,LOREDANA,10
39665,1982,LORETTA,16
39666,1982,LORI,100
39667,1982,LORI-ANNE,8
39668,1982,LORNA,6
39669,1982,LORRAINE,16
39670,1982,LOUISA,12
39671,1982,LOUISE,30
39672,1982,LUCIA,12
39673,1982,LUCIE,10
39674,1982,LUCY,12
39675,1982,LUISA,10
39676,1982,LYDIA,25
39677,1982,LYNDA,22
39678,1982,LYNDSAY,79
39679,1982,LYNDSEY,31
39680,1982,LYNETTE,6
39681,1982,LYNN,41
39682,1982,LYNNE,11
39683,1982,LYNSEY,13
39684,1982,MACKENZIE,8
39685,1982,MADELEINE,13
39686,1982,MAEGAN,7
39687,1982,MAGGIE,17
39688,1982,MALINDA,7
39689,1982,MANDEEP,16
39690,1982,MANDI,11
39691,1982,MANDY,57
39692,1982,MANON,8
39693,1982,MARA,13
39694,1982,MARCELLA,6
39695,1982,MARCI,12
39696,1982,MARCIA,16
39697,1982,MARCIE,16
39698,1982,MARCY,11
39699,1982,MARGARET,95
39700,1982,MARGO,8
39701,1982,MARGOT,6
39702,1982,MARIA,207
39703,1982,MARIANA,6
39704,1982,MARIANNA,11
39705,1982,MARIANNE,26
39706,1982,MARIE,508
39707,1982,MARIE-CLAUDE,7
39708,1982,MARIE-EVE,8
39709,1982,MARIE-FRANCE,9
39710,1982,MARIELLE,6
39711,1982,MARIE-PIER,6
39712,1982,MARILYN,21
39713,1982,MARINA,18
39714,1982,MARION,9
39715,1982,MARISA,32
39716,1982,MARISSA,35
39717,1982,MARJORIE,8
39718,1982,MARLA,12
39719,1982,MARLENA,8
39720,1982,MARLENE,35
39721,1982,MARNI,6
39722,1982,MARNIE,9
39723,1982,MARSHA,21
39724,1982,MARTHA,32
39725,1982,MARTINA,13
39726,1982,MARTINE,16
39727,1982,MARY,287
39728,1982,MARYAM,7
39729,1982,MARY-ANN,10
39730,1982,MARYANNE,10
39731,1982,MARY-ANNE,6
39732,1982,MAUREEN,29
39733,1982,MAXINE,14
39734,1982,MAYA,13
39735,1982,MEAGAN,53
39736,1982,MEAGHAN,75
39737,1982,MEERA,6
39738,1982,MEGAN,183
39739,1982,MEGHAN,145
39740,1982,MEGHANN,6
39741,1982,MELANIE,530
39742,1982,MÉLANIE,19
39743,1982,MELINDA,56
39744,1982,MELISA,16
39745,1982,MELISSA,1344
39746,1982,MÉLISSA,6
39747,1982,MELLISA,11
39748,1982,MELLISSA,7
39749,1982,MELODIE,17
39750,1982,MELODY,23
39751,1982,MEREDITH,55
39752,1982,MICHAELA,9
39753,1982,MICHELE,58
39754,1982,MICHELINE,9
39755,1982,MICHELLE,832
39756,1982,MINDY,15
39757,1982,MIRANDA,96
39758,1982,MIREILLE,10
39759,1982,MIRIAM,26
39760,1982,MISTY,27
39761,1982,MOLLY,16
39762,1982,MONA,8
39763,1982,MONICA,99
39764,1982,MONIKA,7
39765,1982,MONIQUE,68
39766,1982,MORGAN,46
39767,1982,MYLENE,6
39768,1982,NADA,7
39769,1982,NADIA,113
39770,1982,NADINE,71
39771,1982,NANCY,129
39772,1982,NAOMI,60
39773,1982,NATALIA,13
39774,1982,NATALIE,462
39775,1982,NATASHA,251
39776,1982,NATHALIE,45
39777,1982,NEHA,6
39778,1982,NICHOLE,26
39779,1982,NICOLA,24
39780,1982,NICOLE,780
39781,1982,NICOLETTE,9
39782,1982,NIKI,11
39783,1982,NIKKI,21
39784,1982,NINA,40
39785,1982,NISHA,9
39786,1982,NOELLE,6
39787,1982,NORA,16
39788,1982,OLIVIA,42
39789,1982,ORIANA,6
39790,1982,PAIGE,9
39791,1982,PAMELA,258
39792,1982,PAOLA,12
39793,1982,PARMINDER,6
39794,1982,PATRICIA,248
39795,1982,PATRIZIA,10
39796,1982,PAULA,83
39797,1982,PAULINE,34
39798,1982,PEGGY,12
39799,1982,PENNY,23
39800,1982,PIA,10
39801,1982,POOJA,6
39802,1982,POONAM,6
39803,1982,PRISCILLA,17
39804,1982,PRIYA,14
39805,1982,PUJA,6
39806,1982,RACHAEL,49
39807,1982,RACHEAL,6
39808,1982,RACHEL,376
39809,1982,RACHELLE,54
39810,1982,RAMONA,8
39811,1982,RANDI,17
39812,1982,RAQUEL,15
39813,1982,REBECCA,566
39814,1982,REBEKAH,38
39815,1982,REENA,24
39816,1982,RENA,6
39817,1982,RENATA,11
39818,1982,RENE,8
39819,1982,RENEE,104
39820,1982,RENÉE,10
39821,1982,RHIANNON,13
39822,1982,RHODA,7
39823,1982,RHONDA,35
39824,1982,RICHELLE,19
39825,1982,RITA,29
39826,1982,ROBERTA,21
39827,1982,ROBIN,94
39828,1982,ROBYN,110
39829,1982,ROCHELLE,21
39830,1982,ROMINA,7
39831,1982,RONDA,7
39832,1982,ROSA,17
39833,1982,ROSALIE,11
39834,1982,ROSALIND,8
39835,1982,ROSANNA,34
39836,1982,ROSANNE,13
39837,1982,ROSE,16
39838,1982,ROSEANN,7
39839,1982,ROSEMARIE,18
39840,1982,ROSEMARY,25
39841,1982,ROSLYN,6
39842,1982,ROWENA,7
39843,1982,ROXANNE,48
39844,1982,RUBY,9
39845,1982,RUPINDER,6
39846,1982,RUTH,34
39847,1982,RUTHANN,6
39848,1982,SABRINA,156
39849,1982,SACHA,11
39850,1982,SADIE,6
39851,1982,SAIRA,6
39852,1982,SALLY,20
39853,1982,SAMANTHA,273
39854,1982,SAMARA,8
39855,1982,SANA,6
39856,1982,SANDRA,218
39857,1982,SANDY,37
39858,1982,SARA,345
39859,1982,SARAH,1603
39860,1982,SARAH-JANE,6
39861,1982,SARAH-LYNN,6
39862,1982,SARIKA,6
39863,1982,SASHA,29
39864,1982,SEEMA,10
39865,1982,SELENA,9
39866,1982,SELINA,7
39867,1982,SERENA,24
39868,1982,SHALINI,6
39869,1982,SHANA,8
39870,1982,SHANNA,27
39871,1982,SHANNAN,6
39872,1982,SHANNON,532
39873,1982,SHANON,8
39874,1982,SHANTEL,6
39875,1982,SHANTELLE,7
39876,1982,SHARI,16
39877,1982,SHARLENE,7
39878,1982,SHARON,80
39879,1982,SHAUNA,47
39880,1982,SHAUNNA,6
39881,1982,SHAWNA,81
39882,1982,SHAYNA,10
39883,1982,SHEENA,96
39884,1982,SHEILA,39
39885,1982,SHELBY,14
39886,1982,SHELLEY,63
39887,1982,SHELLY,26
39888,1982,SHERI,20
39889,1982,SHERISSE,6
39890,1982,SHERRI,27
39891,1982,SHERRIE,9
39892,1982,SHERRY,61
39893,1982,SHERYL,18
39894,1982,SHIRLEY,19
39895,1982,SILVIA,9
39896,1982,SIMONE,30
39897,1982,SIOBHAN,20
39898,1982,SKYE,6
39899,1982,SOFIA,9
39900,1982,SONIA,77
39901,1982,SONJA,12
39902,1982,SONYA,49
39903,1982,SOPHIA,38
39904,1982,SOPHIE,40
39905,1982,STACEY,189
39906,1982,STACIE,13
39907,1982,STACY,41
39908,1982,STEFANI,6
39909,1982,STEFANIA,27
39910,1982,STEFANIE,108
39911,1982,STELLA,14
39912,1982,STEPHANIE,966
39913,1982,STÉPHANIE,6
39914,1982,SUE-ANN,6
39915,1982,SUMMER,9
39916,1982,SUSAN,141
39917,1982,SUSANA,10
39918,1982,SUSANNA,10
39919,1982,SUSANNE,23
39920,1982,SUSIE,6
39921,1982,SUSY,6
39922,1982,SUZANNE,73
39923,1982,SYDNEY,8
39924,1982,SYLVIA,30
39925,1982,SYLVIE,29
39926,1982,TABATHA,14
39927,1982,TABITHA,31
39928,1982,TALIA,13
39929,1982,TAMAR,6
39930,1982,TAMARA,125
39931,1982,TAMMIE,6
39932,1982,TAMMY,186
39933,1982,TANIA,90
39934,1982,TANJA,6
39935,1982,TANYA,308
39936,1982,TARA,357
39937,1982,TARAH,9
39938,1982,TARA-LEE,7
39939,1982,TARYN,19
39940,1982,TASHA,57
39941,1982,TAWNYA,7
39942,1982,TAYLOR,7
39943,1982,TERA,10
39944,1982,TERESA,95
39945,1982,TERI,10
39946,1982,TERRA,28
39947,1982,TERRI,62
39948,1982,TERRIE,7
39949,1982,TERRI-LYNN,18
39950,1982,TERRY,10
39951,1982,TESS,7
39952,1982,TESSA,17
39953,1982,THEA,9
39954,1982,THERESA,78
39955,1982,THERESE,7
39956,1982,TIA,15
39957,1982,TIANNA,8
39958,1982,TIFFANIE,10
39959,1982,TIFFANY,250
39960,1982,TINA,148
39961,1982,TONI,7
39962,1982,TONIA,12
39963,1982,TONYA,34
39964,1982,TOSHA,9
39965,1982,TRACEY,46
39966,1982,TRACI,6
39967,1982,TRACY,152
39968,1982,TREENA,7
39969,1982,TRICIA,34
39970,1982,TRINA,14
39971,1982,TRISHA,54
39972,1982,VALENTINA,6
39973,1982,VALERIA,6
39974,1982,VALERIE,148
39975,1982,VANESSA,195
39976,1982,VASILIKI,13
39977,1982,VENESSA,6
39978,1982,VERA,7
39979,1982,VERONICA,62
39980,1982,VERONIQUE,24
39981,1982,VICKI,29
39982,1982,VICKY,17
39983,1982,VICTORIA,186
39984,1982,VIRGINIA,42
39985,1982,VIVIAN,23
39986,1982,WANDA,11
39987,1982,WENDY,77
39988,1982,WHITNEY,15
39989,1982,YASMIN,6
39990,1982,YOLANDA,10
39991,1982,YVONNE,37
39992,1982,ZAHRA,7
39993,1982,ZARA,6
39994,1982,ZOE,15
39995,1983,ABBY,16
39996,1983,ABIGAIL,24
39997,1983,ADELE,13
39998,1983,ADRIA,6
39999,1983,ADRIANA,31
40000,1983,ADRIANNA,11
40001,1983,ADRIENNE,79
40002,1983,AILEEN,13
40003,1983,AIMEE,75
40004,1983,AINSLEY,15
40005,1983,AISHA,12
40006,1983,ALAINA,12
40007,1983,ALANA,62
40008,1983,ALANNA,37
40009,1983,ALESSANDRA,12
40010,1983,ALEXA,8
40011,1983,ALEXANDRA,142
40012,1983,ALEXANDRIA,15
40013,1983,ALEXIS,88
40014,1983,ALIA,9
40015,1983,ALICE,27
40016,1983,ALICIA,218
40017,1983,ALINE,8
40018,1983,ALISA,9
40019,1983,ALISHA,52
40020,1983,ALISON,142
40021,1983,ALISSA,11
40022,1983,ALIYA,14
40023,1983,ALLISON,187
40024,1983,ALLYSON,9
40025,1983,ALYSHA,15
40026,1983,ALYSON,26
40027,1983,ALYSSA,41
40028,1983,AMANDA,1374
40029,1983,AMBER,218
40030,1983,AMBER-LEE,7
40031,1983,AMELIA,33
40032,1983,AMELIE,6
40033,1983,AMIE,19
40034,1983,AMY,572
40035,1983,ANA,16
40036,1983,ANASTASIA,27
40037,1983,ANDREA,528
40038,1983,ANDRIA,13
40039,1983,ANGEL,24
40040,1983,ANGELA,440
40041,1983,ANGELE,22
40042,1983,ANGELINA,9
40043,1983,ANGELINE,8
40044,1983,ANGELIQUE,13
40045,1983,ANGIE,23
40046,1983,ANIK,7
40047,1983,ANITA,51
40048,1983,ANN,35
40049,1983,ANNA,162
40050,1983,ANNE,106
40051,1983,ANNEMARIE,8
40052,1983,ANNE-MARIE,20
40053,1983,ANNETTE,24
40054,1983,ANNICK,7
40055,1983,ANNIE,50
40056,1983,ANNIK,6
40057,1983,ANN-MARIE,7
40058,1983,ANTOINETTE,11
40059,1983,ANTONELLA,26
40060,1983,ANTONIA,12
40061,1983,APRIL,149
40062,1983,ARIANE,6
40063,1983,ARIANNA,6
40064,1983,ARIEL,9
40065,1983,ARLENE,9
40066,1983,ASHLEA,7
40067,1983,ASHLEE,60
40068,1983,ASHLEIGH,148
40069,1983,ASHLEY,1619
40070,1983,ASHLIE,9
40071,1983,ASHLY,10
40072,1983,ASHLYN,6
40073,1983,ASMA,6
40074,1983,ATHENA,7
40075,1983,AUDREY,19
40076,1983,AUTUMN,11
40077,1983,AVA,8
40078,1983,AYESHA,7
40079,1983,BABY,32
40080,1983,BAILEY,11
40081,1983,BARBARA,56
40082,1983,BEATRICE,9
40083,1983,BECKY,19
40084,1983,BELINDA,15
40085,1983,BERNADETTE,10
40086,1983,BETH,30
40087,1983,BETHANY,44
40088,1983,BETTY,9
40089,1983,BEVERLEY,8
40090,1983,BEVERLY,21
40091,1983,BIANCA,24
40092,1983,BLAIR,14
40093,1983,BOBBI,12
40094,1983,BOBBIE,9
40095,1983,BOBBIE-JO,6
40096,1983,BONNIE,59
40097,1983,BRANDI,41
40098,1983,BRANDIE,14
40099,1983,BRANDY,55
40100,1983,BREANNA,9
40101,1983,BREANNE,27
40102,1983,BRENDA,56
40103,1983,BRENNA,15
40104,1983,BRIANA,10
40105,1983,BRIANNA,28
40106,1983,BRIANNE,51
40107,1983,BRIDGET,25
40108,1983,BRIGITTE,24
40109,1983,BRITTANY,28
40110,1983,BRONWEN,9
40111,1983,BRONWYN,16
40112,1983,BROOKE,48
40113,1983,BRYNN,8
40114,1983,CAITLIN,129
40115,1983,CALEY,9
40116,1983,CALLIE,7
40117,1983,CAMILLA,8
40118,1983,CAMILLE,29
40119,1983,CANDACE,136
40120,1983,CANDICE,207
40121,1983,CANDIS,6
40122,1983,CARA,56
40123,1983,CARISSA,17
40124,1983,CARLA,64
40125,1983,CARLEY,8
40126,1983,CARLIE,8
40127,1983,CARLING,8
40128,1983,CARLY,82
40129,1983,CARMELA,12
40130,1983,CARMEN,28
40131,1983,CAROL,32
40132,1983,CAROLE,11
40133,1983,CAROLINA,6
40134,1983,CAROLINE,98
40135,1983,CAROLYN,124
40136,1983,CAROLYNNE,6
40137,1983,CARRIE,133
40138,1983,CASANDRA,6
40139,1983,CASEY,40
40140,1983,CASSANDRA,144
40141,1983,CASSIE,11
40142,1983,CATERINA,12
40143,1983,CATHARINE,9
40144,1983,CATHERINE,242
40145,1983,CATHY,16
40146,1983,CELESTE,11
40147,1983,CELIA,16
40148,1983,CELINA,10
40149,1983,CELINE,20
40150,1983,CHANDRA,6
40151,1983,CHANELLE,8
40152,1983,CHANTAL,138
40153,1983,CHANTALE,24
40154,1983,CHANTALLE,6
40155,1983,CHANTEL,43
40156,1983,CHANTELL,8
40157,1983,CHANTELLE,73
40158,1983,CHARITY,14
40159,1983,CHARLENE,76
40160,1983,CHARLOTTE,48
40161,1983,CHARMAINE,16
40162,1983,CHELSEA,64
40163,1983,CHELSEY,18
40164,1983,CHELSIE,6
40165,1983,CHERIE,8
40166,1983,CHERYL,164
40167,1983,CHLOE,17
40168,1983,CHRISTA,34
40169,1983,CHRISTAL,7
40170,1983,CHRISTEL,6
40171,1983,CHRISTEN,6
40172,1983,CHRISTIANE,7
40173,1983,CHRISTIE,26
40174,1983,CHRISTINA,431
40175,1983,CHRISTINE,458
40176,1983,CHRISTY,25
40177,1983,CHRYSTAL,31
40178,1983,CIARA,6
40179,1983,CINDY,99
40180,1983,CLAIRE,49
40181,1983,CLARA,11
40182,1983,CLARE,19
40183,1983,CLARISSA,8
40184,1983,CLAUDIA,23
40185,1983,COLETTE,10
40186,1983,COLLEEN,87
40187,1983,CONCETTA,6
40188,1983,CONNIE,23
40189,1983,CONSTANCE,13
40190,1983,CORA,6
40191,1983,COREY,6
40192,1983,CORINA,7
40193,1983,CORINNE,13
40194,1983,CORRINA,6
40195,1983,CORRINE,7
40196,1983,CORTNEY,6
40197,1983,COURTNEY,221
40198,1983,CRISTA,6
40199,1983,CRISTAL,9
40200,1983,CRISTINA,67
40201,1983,CRISTY,6
40202,1983,CRYSTAL,659
40203,1983,CRYSTAL-LYNN,6
40204,1983,CYNTHIA,102
40205,1983,DAISY,6
40206,1983,DALIA,8
40207,1983,DANA,126
40208,1983,DANICA,9
40209,1983,DANIELA,74
40210,1983,DANIELLA,24
40211,1983,DANIELLE,456
40212,1983,DAPHNE,7
40213,1983,DARA,10
40214,1983,DARCIE,6
40215,1983,DARCY,8
40216,1983,DARLENE,30
40217,1983,DAWN,136
40218,1983,DAYNA,28
40219,1983,DEANNA,92
40220,1983,DEANNE,8
40221,1983,DEBBIE,21
40222,1983,DEBORAH,58
40223,1983,DEBRA,20
40224,1983,DEENA,7
40225,1983,DEIDRA,6
40226,1983,DEIRDRE,6
40227,1983,DENISE,98
40228,1983,DESIREE,22
40229,1983,DEVON,30
40230,1983,DIANA,170
40231,1983,DIANE,93
40232,1983,DIANNA,15
40233,1983,DIANNE,26
40234,1983,DINA,17
40235,1983,DOMINIQUE,22
40236,1983,DONNA,42
40237,1983,DOROTHY,13
40238,1983,EDEN,6
40239,1983,EILEEN,11
40240,1983,ELAINA,8
40241,1983,ELAINE,43
40242,1983,ELANA,6
40243,1983,ELEANOR,10
40244,1983,ELENA,18
40245,1983,ELENI,6
40246,1983,ELICIA,7
40247,1983,ELISA,25
40248,1983,ELISABETH,34
40249,1983,ELISE,20
40250,1983,ELISHA,22
40251,1983,ELISSA,16
40252,1983,ELIZABETH,443
40253,1983,ELLEN,25
40254,1983,ELSPETH,7
40255,1983,ELYSE,15
40256,1983,ELYSIA,6
40257,1983,EMILIA,9
40258,1983,EMILIE,33
40259,1983,EMILY,398
40260,1983,EMMA,65
40261,1983,ERICA,155
40262,1983,ERIKA,74
40263,1983,ERIN,639
40264,1983,ERINN,7
40265,1983,ESTHER,41
40266,1983,EUGENIA,6
40267,1983,EVA,30
40268,1983,EVE,8
40269,1983,EVELYN,31
40270,1983,FAITH,12
40271,1983,FALLON,18
40272,1983,FALON,7
40273,1983,FARAH,13
40274,1983,FARRAH,7
40275,1983,FATIMA,13
40276,1983,FAWN,6
40277,1983,FAYE,7
40278,1983,FELICIA,25
40279,1983,FILOMENA,6
40280,1983,FIONA,24
40281,1983,FLORENCE,6
40282,1983,FRANCE,11
40283,1983,FRANCES,39
40284,1983,FRANCESCA,27
40285,1983,FRANCINE,19
40286,1983,GABRIELLE,25
40287,1983,GAIL,14
40288,1983,GENEVIEVE,56
40289,1983,GENEVIÈVE,6
40290,1983,GEORGIA,10
40291,1983,GEORGINA,10
40292,1983,GERALDINE,6
40293,1983,GILLIAN,87
40294,1983,GINA,32
40295,1983,GINETTE,8
40296,1983,GIOVANNA,11
40297,1983,GISELLE,9
40298,1983,GIULIA,6
40299,1983,GIUSEPPINA,13
40300,1983,GLENNA,6
40301,1983,GLORIA,27
40302,1983,GRACE,39
40303,1983,GWENDOLYN,6
40304,1983,HAILEY,17
40305,1983,HALEY,12
40306,1983,HANNA,7
40307,1983,HANNAH,42
40308,1983,HAYLEY,48
40309,1983,HAZEL,6
40310,1983,HEATHER,647
40311,1983,HEIDI,67
40312,1983,HELEN,41
40313,1983,HELENA,17
40314,1983,HELENE,6
40315,1983,HILARY,33
40316,1983,HILLARY,13
40317,1983,HOLLIE,23
40318,1983,HOLLY,255
40319,1983,HOPE,6
40320,1983,INGRID,12
40321,1983,IRENE,22
40322,1983,IRIS,7
40323,1983,ISABEL,9
40324,1983,ISABELLA,8
40325,1983,ISABELLE,41
40326,1983,JACKIE,10
40327,1983,JACKLYN,17
40328,1983,JACLYN,140
40329,1983,JACQUELINE,260
40330,1983,JACQUELYN,30
40331,1983,JADE,21
40332,1983,JAIME,60
40333,1983,JAIMIE,11
40334,1983,JAMI,8
40335,1983,JAMIE,137
40336,1983,JAMIE-LEE,7
40337,1983,JAMIE-LYNN,7
40338,1983,JANA,20
40339,1983,JANE,42
40340,1983,JANELLE,29
40341,1983,JANET,62
40342,1983,JANETTE,10
40343,1983,JANICE,53
40344,1983,JANINE,27
40345,1983,JANIS,11
40346,1983,JANNA,11
40347,1983,JASMIN,10
40348,1983,JASMINE,47
40349,1983,JAYME,7
40350,1983,JAYNE,8
40351,1983,JEAN,14
40352,1983,JEANETTE,27
40353,1983,JEANINE,14
40354,1983,JEANNE,7
40355,1983,JEANNETTE,8
40356,1983,JEANNINE,7
40357,1983,JENA,6
40358,1983,JENELLE,15
40359,1983,JENIFER,17
40360,1983,JENILEE,6
40361,1983,JENNA,62
40362,1983,JENNIE,24
40363,1983,JENNIFER,2473
40364,1983,JENNY,108
40365,1983,JESSICA,1215
40366,1983,JESSIE,42
40367,1983,JILL,58
40368,1983,JILLIAN,117
40369,1983,JOAN,12
40370,1983,JOANNA,118
40371,1983,JOANNE,85
40372,1983,JO-ANNE,6
40373,1983,JOCELYN,64
40374,1983,JOCELYNE,8
40375,1983,JODI,83
40376,1983,JODIE,36
40377,1983,JODY,50
40378,1983,JOELLE,9
40379,1983,JOHANNA,36
40380,1983,JOHANNE,6
40381,1983,JOLENE,39
40382,1983,JONI,6
40383,1983,JORDAN,26
40384,1983,JORDANA,17
40385,1983,JORDANNA,10
40386,1983,JOSEE,49
40387,1983,JOSÉE,11
40388,1983,JOSEPHINE,30
40389,1983,JOSIE,6
40390,1983,JOY,11
40391,1983,JOYCE,23
40392,1983,JUDITH,15
40393,1983,JUDY,18
40394,1983,JULIA,244
40395,1983,JULIANA,8
40396,1983,JULIANNA,11
40397,1983,JULIANNE,12
40398,1983,JULIE,433
40399,1983,JULIE-ANN,6
40400,1983,JULIE-ANNE,6
40401,1983,JUNE,7
40402,1983,JUSTINE,39
40403,1983,KAILA,10
40404,1983,KAILEY,10
40405,1983,KAITLIN,33
40406,1983,KAITLYN,18
40407,1983,KALEENA,6
40408,1983,KALEY,6
40409,1983,KARA,52
40410,1983,KAREN,254
40411,1983,KARI,29
40412,1983,KARIN,13
40413,1983,KARINA,12
40414,1983,KARINE,19
40415,1983,KARLA,22
40416,1983,KARLY,7
40417,1983,KARRIE,9
40418,1983,KATARINA,6
40419,1983,KATE,34
40420,1983,KATELYN,28
40421,1983,KATERINA,8
40422,1983,KATHARINA,10
40423,1983,KATHARINE,47
40424,1983,KATHERINE,426
40425,1983,KATHLEEN,238
40426,1983,KATHRINE,9
40427,1983,KATHRYN,261
40428,1983,KATHY,26
40429,1983,KATI,6
40430,1983,KATIE,169
40431,1983,KATRINA,99
40432,1983,KATY,14
40433,1983,KAYLA,86
40434,1983,KEIRA,8
40435,1983,KELLEY,7
40436,1983,KELLI,15
40437,1983,KELLIE,9
40438,1983,KELLY,439
40439,1983,KELLY-ANN,7
40440,1983,KELLY-ANNE,7
40441,1983,KELSEY,19
40442,1983,KENDALL,6
40443,1983,KENDRA,53
40444,1983,KERI,26
40445,1983,KERRI,56
40446,1983,KERRY,41
40447,1983,KIM,28
40448,1983,KIMBERLEE,7
40449,1983,KIMBERLEY,126
40450,1983,KIMBERLY,335
40451,1983,KIRA,28
40452,1983,KIRAN,8
40453,1983,KIRBY,16
40454,1983,KIRSTEN,29
40455,1983,KIRSTIN,7
40456,1983,KRISTA,190
40457,1983,KRISTAL,23
40458,1983,KRISTAN,9
40459,1983,KRISTEL,8
40460,1983,KRISTEN,276
40461,1983,KRISTI,24
40462,1983,KRISTIE,22
40463,1983,KRISTIN,202
40464,1983,KRISTINA,131
40465,1983,KRISTINE,61
40466,1983,KRISTY,124
40467,1983,KRISTYN,23
40468,1983,KRYSTA,14
40469,1983,KRYSTAL,185
40470,1983,KRYSTEL,6
40471,1983,KRYSTEN,12
40472,1983,KRYSTIN,6
40473,1983,KRYSTINA,6
40474,1983,KRYSTLE,65
40475,1983,KRYSTYNA,9
40476,1983,KYLA,37
40477,1983,KYLEE,9
40478,1983,KYLIE,19
40479,1983,LACEY,56
40480,1983,LAILA,7
40481,1983,LANA,25
40482,1983,LARA,33
40483,1983,LARISSA,21
40484,1983,LATOYA,9
40485,1983,LAURA,852
40486,1983,LAUREL,14
40487,1983,LAUREN,356
40488,1983,LAURIE,68
40489,1983,LEAH,126
40490,1983,LEANN,6
40491,1983,LEANNA,9
40492,1983,LEANNE,85
40493,1983,LEE,28
40494,1983,LEE-ANN,13
40495,1983,LEEANNE,8
40496,1983,LEE-ANNE,19
40497,1983,LEIGH,39
40498,1983,LEIGH-ANNE,9
40499,1983,LEILA,10
40500,1983,LENA,13
40501,1983,LEONA,10
40502,1983,LESLEY,110
40503,1983,LESLEY-ANNE,8
40504,1983,LESLIE,102
40505,1983,LIA,11
40506,1983,LIANA,15
40507,1983,LIANE,9
40508,1983,LIANNE,28
40509,1983,LIDIA,7
40510,1983,LILLIAN,16
40511,1983,LILY,20
40512,1983,LINA,13
40513,1983,LINDA,105
40514,1983,LINDSAY,660
40515,1983,LINDSEY,193
40516,1983,LINDY,9
40517,1983,LISA,723
40518,1983,LISA-MARIE,12
40519,1983,LISE,11
40520,1983,LISSA,6
40521,1983,LIZA,10
40522,1983,LONI,7
40523,1983,LORETTA,14
40524,1983,LORI,67
40525,1983,LORI-ANN,9
40526,1983,LORRAINE,29
40527,1983,LOUISA,9
40528,1983,LOUISE,30
40529,1983,LUCIA,10
40530,1983,LUCIE,7
40531,1983,LUCILLE,6
40532,1983,LUCY,14
40533,1983,LUISA,10
40534,1983,LYDIA,30
40535,1983,LYNDA,16
40536,1983,LYNDSAY,56
40537,1983,LYNDSEY,43
40538,1983,LYNN,33
40539,1983,LYNNE,12
40540,1983,LYNSEY,8
40541,1983,MACKENZIE,6
40542,1983,MADELAINE,7
40543,1983,MADELEINE,9
40544,1983,MADELINE,12
40545,1983,MAEGAN,8
40546,1983,MAGGIE,18
40547,1983,MALLORY,18
40548,1983,MANDEEP,6
40549,1983,MANDI,6
40550,1983,MANDY,50
40551,1983,MANON,7
40552,1983,MARA,7
40553,1983,MARCELLA,10
40554,1983,MARCIA,20
40555,1983,MARCIE,8
40556,1983,MARCY,12
40557,1983,MARGARET,122
40558,1983,MARIA,194
40559,1983,MARIAM,6
40560,1983,MARIAN,10
40561,1983,MARIANA,7
40562,1983,MARIANNA,7
40563,1983,MARIANNE,34
40564,1983,MARIE,534
40565,1983,MARIE-CLAUDE,10
40566,1983,MARIE-EVE,17
40567,1983,MARIE-FRANCE,7
40568,1983,MARIE-JOSEE,10
40569,1983,MARIKA,8
40570,1983,MARILYN,14
40571,1983,MARINA,14
40572,1983,MARION,13
40573,1983,MARISA,23
40574,1983,MARISSA,29
40575,1983,MARJORIE,8
40576,1983,MARLA,8
40577,1983,MARLENA,8
40578,1983,MARLENE,27
40579,1983,MARNIE,8
40580,1983,MARSHA,18
40581,1983,MARTA,9
40582,1983,MARTHA,29
40583,1983,MARTINA,13
40584,1983,MARTINE,18
40585,1983,MARY,274
40586,1983,MARYANN,8
40587,1983,MARYANNE,10
40588,1983,MARY-ANNE,7
40589,1983,MAUREEN,29
40590,1983,MAXINE,15
40591,1983,MAYA,18
40592,1983,MEAGAN,60
40593,1983,MEAGHAN,117
40594,1983,MEGAN,328
40595,1983,MEGHAN,227
40596,1983,MEGHANN,17
40597,1983,MELANIE,461
40598,1983,MÉLANIE,12
40599,1983,MELINDA,59
40600,1983,MELISA,19
40601,1983,MELISSA,1333
40602,1983,MELLISSA,14
40603,1983,MELODIE,8
40604,1983,MELODY,28
40605,1983,MEREDITH,51
40606,1983,MICHELE,47
40607,1983,MICHELLE,879
40608,1983,MILENA,6
40609,1983,MINA,8
40610,1983,MINDY,15
40611,1983,MIRA,10
40612,1983,MIRANDA,97
40613,1983,MIREILLE,8
40614,1983,MIRIAM,20
40615,1983,MISTY,25
40616,1983,MOLLY,12
40617,1983,MONA,15
40618,1983,MONICA,113
40619,1983,MONIKA,13
40620,1983,MONIQUE,64
40621,1983,MORGAN,52
40622,1983,MYRIAM,7
40623,1983,NADIA,88
