_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm)
7899,2278540,2018-09-10,M4L,0.000456
7900,2263947,2018-09-10,,0.00597
7901,2267876,2018-09-10,M6E,0.00166
7902,2263943,2018-09-10,M4G,<0.00005
7903,2263928,2018-09-11,M5T,0.0000637
7904,2264014,2018-09-11,M6R,0.000113
7905,2264032,2018-09-11,M5T,0.000188
7906,2263948,2018-09-11,M5A,<0.00005
7907,2265577,2018-09-11,M6S,0.00454
7908,2267779,2018-09-11,M4L,0.000998
7909,2267877,2018-09-11,M4J,<0.00005
7910,2265572,2018-09-12,M6R,0.000713
7911,2275081,2018-09-12,M5M,<0.00005
7912,2275100,2018-09-12,M2J,<0.00005
7913,2275103,2018-09-12,M4K,0.000296
7914,2265582,2018-09-13,M5S,0.0000987
7915,2267846,2018-09-13,M4L,0.0000987
7916,2267841,2018-09-14,M4S,0.000109
7917,2265579,2018-09-16,M6J,0.000230
7918,2267776,2018-09-16,M4L,0.000407
7919,2267850,2018-09-17,M1G,<0.00005
7920,2265633,2018-09-17,M9P,0.0000751
7921,2269723,2018-09-17,M6H,0.000626
7922,2265626,2018-09-17,M8V,<0.00005
7923,2269725,2018-09-18,M4J,0.0000580
7924,2269729,2018-09-18,M5R,<0.00005
7925,2275093,2018-09-18,M3B,<0.00005
7926,2267860,2018-09-18,M4G,<0.00005
7927,2269727,2018-09-19,M5S,0.000140
7928,2267843,2018-09-19,M4M,0.000984
7929,2275078,2018-09-20,M4P,0.00115
7930,2275079,2018-09-20,M4C,0.00619
7931,2269732,2018-09-20,M4L,0.00114
7932,2275092,2018-09-20,M4S,0.0000631
7933,2270153,2018-09-20,M4E,0.000619
7934,2269751,2018-09-20,M6S,0.00139
7935,2269724,2018-09-20,M6S,0.00300
7936,2267857,2018-09-21,M6E,0.0000751
7937,2269740,2018-09-23,M4G,<0.00005
7938,2269728,2018-09-23,M6P,0.000259
7939,2269731,2018-09-24,,<0.00005
7940,2269749,2018-09-24,M6E,0.00157
7941,2270148,2018-09-24,M4W,0.000111
7942,2269726,2018-09-24,M5R,0.000188
7943,2269730,2018-09-24,M5R,<0.00005
7944,2274044,2018-09-24,M5N,0.00186
7945,2274041,2018-09-25,M6P,0.0163
7946,2274145,2018-09-25,M6N,0.0228
7947,2274043,2018-09-25,M6R,<0.00005
7948,2275034,2018-09-26,M6S,0.00113
7949,2274040,2018-09-27,M6P,0.000703
7950,2269757,2018-09-27,M4B,<0.00005
7951,2274073,2018-09-27,M6P,0.0000650
7952,2277495,2018-09-28,M6S,0.000749
7953,2281832,2018-09-28,M4J,0.000207
7954,2277497,2018-09-28,M8X,<0.00005
7955,2274042,2018-10-01,M6S,0.000117
7956,2281830,2018-10-01,M4E,0.00377
7957,2274129,2018-10-01,M1K,<0.00005
7958,2275077,2018-10-01,M4G,0.0000538
7959,2274037,2018-10-02,M6P,0.000688
7960,2274066,2018-10-03,M6A,0.0000686
7961,2275080,2018-10-03,M5M,0.000133
7962,2275091,2018-10-04,M3H,0.000123
7963,2274065,2018-10-04,M5A,0.00134
7964,2280509,2018-10-04,M9R,<0.00005
7965,2274226,2018-10-05,M6E,0.000935
7966,2275102,2018-10-05,M5M,0.000191
7967,2275101,2018-10-05,M2R,0.000194
7968,2274035,2018-10-05,M6N,0.00168
7969,2274045,2018-10-05,M5T,0.000988
7970,2278533,2018-10-09,M4J,0.00163
7971,2278538,2018-10-10,M4C,0.000946
7972,2276162,2018-10-10,M6R,0.00196
7973,2276190,2018-10-10,M6N,0.00202
7974,2277484,2018-10-10,M8X,0.0000909
7975,2277507,2018-10-11,M6S,0.0000695
7976,2276161,2018-10-11,M6P,0.000358
7977,2280131,2018-10-11,M4V,0.000288
7978,2276160,2018-10-11,M8Y,0.000120
7979,2278536,2018-10-11,M4K,0.00121
7980,2280539,2018-10-11,M6P,0.000537
7981,2277482,2018-10-12,M6P,<0.00005
7982,2277496,2018-10-12,M6P,0.0000747
7983,2277498,2018-10-14,M4A,0.0000865
7984,2277483,2018-10-15,M8V,0.000105
7985,2277494,2018-10-15,M6H,0.000556
7986,2276737,2018-10-16,M4C,0.00113
7987,2276738,2018-10-16,M4C,0.000720
7988,2277510,2018-10-16,M6C,0.000537
7989,2280130,2018-10-16,M8Y,<0.00005
7990,2277503,2018-10-16,M6C,<0.00005
7991,2277511,2018-10-16,M3N,0.0000642
7992,2280531,2018-10-16,M6E,0.000845
7993,2278537,2018-10-16,M4M,0.00162
7994,2280513,2018-10-16,M6E,0.000187
7995,2280572,2018-10-17,M6G,0.00174
7996,2280128,2018-10-17,M4V,0.000323
7997,2278535,2018-10-17,M1N,0.00437
7998,2278539,2018-10-17,M4E,0.00180
7999,2278534,2018-10-17,M4J,<0.00005
8000,2280127,2018-10-18,M4R,0.00587
8001,2280566,2018-10-18,M5A,<0.00005
8002,2280532,2018-10-18,M5M,<0.00005
8003,2281831,2018-10-18,M4C,<0.00005
8004,2280507,2018-10-18,M6R,0.00249
8005,2280571,2018-10-19,M6P,0.0000770
8006,2280579,2018-10-19,M6H,0.00405
8007,2280512,2018-10-19,M6P,0.00161
8008,2280508,2018-10-19,M6S,<0.00005
8009,2286470,2018-10-20,M3H,0.00100
8010,2281827,2018-10-21,M4L,0.000253
8011,2280510,2018-10-22,M9N,0.0000718
8012,2280580,2018-10-22,M9B,<0.00005
8013,2280511,2018-10-22,M4S,0.00249
8014,2281826,2018-10-22,M4G,<0.00005
8015,2285410,2018-10-22,M4J,0.00281
8016,2280545,2018-10-23,M5S,<0.00005
8017,2281829,2018-10-23,M4J,0.000821
8018,2283846,2018-10-24,M5R,0.0000594
8019,2286462,2018-10-24,M4N,0.00353
8020,2281828,2018-10-24,M1L,<0.00005
8021,2283847,2018-10-24,M9N,0.000797
8022,2283888,2018-10-24,M8W,0.000349
8023,2283886,2018-10-25,M8W,<0.00005
8024,2285409,2018-10-25,M4J,<0.00005
8025,2285394,2018-10-25,M4L,0.000436
8026,2286424,2018-10-25,M1H,0.000197
8027,2283889,2018-10-26,M9N,<0.00005
8028,2283834,2018-10-26,M4C,0.000849
8029,2283801,2018-10-26,M9B,<0.00005
8030,2286934,2018-10-27,M8V,<0.00005
8031,2283885,2018-10-28,M8Y,<0.00005
8032,2286936,2018-10-28,M1N,<0.00005
8033,2286416,2018-10-28,M1T,0.000161
8034,2283865,2018-10-29,M6J,0.00119
8035,2283800,2018-10-29,M9R,0.0000675
8036,2289884,2018-10-29,M9C,0.0000662
8037,2286461,2018-10-30,M3B,<0.00005
8038,2283818,2018-10-30,M4M,0.000611
8039,2283887,2018-10-30,M9A,0.0000605
8040,2286932,2018-10-31,M6S,0.000201
8041,2285415,2018-10-31,M4B,<0.00005
8042,2286427,2018-10-31,M4E,0.000143
8043,2286941,2018-10-31,M9R,0.000499
8044,2286960,2018-10-31,M6H,0.0119
8045,2286402,2018-11-01,M5M,0.00217
8046,2285395,2018-11-01,M4K,0.000300
8047,2286958,2018-11-01,M9N,0.000969
8048,2286412,2018-11-02,M4V,0.0000771
8049,2286426,2018-11-02,M1N,<0.00005
8050,2286933,2018-11-04,M6H,0.000487
8051,2286939,2018-11-04,M6H,0.00185
8052,2286959,2018-11-05,M6S,<0.00005
8053,2289537,2018-11-05,M4N,0.000968
8054,2289515,2018-11-05,M5M,0.0000880
8055,2286961,2018-11-05,M5E,0.0000516
8056,2289905,2018-11-05,M4V,<0.00005
8057,2286935,2018-11-06,M6G,0.000505
8058,2289503,2018-11-06,M5M,<0.00005
8059,2289513,2018-11-06,M2P,<0.00005
8060,2289895,2018-11-06,M4K,<0.00005
8061,2289880,2018-11-07,M5T,<0.00005
8062,2288331,2018-11-07,M4J,0.000915
8063,2289896,2018-11-07,M5R,<0.00005
8064,2289964,2018-11-07,M5P,0.00361
8065,2289514,2018-11-07,M5M,<0.00005
8066,2289536,2018-11-07,M6M,0.00274
8067,2289529,2018-11-07,M5P,0.000352
8068,2289527,2018-11-07,M4C,0.000285
8069,2289885,2018-11-08,M5R,<0.00005
8070,2288315,2018-11-08,M4E,0.00508
8071,2289516,2018-11-09,M6E,0.00110
8072,2290945,2018-11-09,M1R,0.00108
8073,2289883,2018-11-09,M6E,0.00164
8074,2312524,2018-11-11,M2N,0.00159
8075,2289882,2018-11-11,M6S,0.000605
8076,2289881,2018-11-12,M6S,0.000648
8077,2289872,2018-11-12,M5S,0.000556
8078,2289973,2018-11-12,M9L,<0.00005
8079,2289948,2018-11-12,M6P,<0.00005
8080,2289950,2018-11-13,M6S,<0.00005
8081,2292797,2018-11-13,M3H,0.000485
8082,2292870,2018-11-14,M6K,0.000258
8083,2292871,2018-11-14,M5N,0.00210
8084,2290946,2018-11-14,M4C,0.000845
8085,2292873,2018-11-14,M8V,<0.00005
8086,2292868,2018-11-15,M9A,<0.00005
8087,2292768,2018-11-15,M9B,0.000815
8088,2292769,2018-11-15,M8V,0.0000849
8089,2297855,2018-11-15,M1X,0.000130
8090,2292867,2018-11-15,M4R,0.000296
8091,2292874,2018-11-15,M8Y,0.000137
8092,2292770,2018-11-15,M4K,<0.00005
8093,2311407,2018-11-15,M6R,<0.00005
8094,2292869,2018-11-16,M5S,<0.00005
8095,2292875,2018-11-16,M6P,<0.00005
8096,2302309,2018-11-16,M5P,0.00156
8097,2297857,2018-11-18,M6N,0.00149
8098,2292801,2018-11-19,M4S,0.000488
8099,2292872,2018-11-19,M5N,0.000716
8100,2292820,2018-11-20,M3H,0.000657
8101,2297856,2018-11-20,M4L,0.000727
8102,2297852,2018-11-21,M4S,0.00153
8103,2297850,2018-11-21,M6S,0.00267
8104,2297869,2018-11-22,M6R,0.000205
8105,2297851,2018-11-22,M6E,0.00180
8106,2297853,2018-11-22,M6J,0.00113
8107,2297854,2018-11-22,M4M,0.00325
8108,2302203,2018-11-23,M8Y,0.000407
8109,2300742,2018-11-25,M4E,0.00705
8110,2300469,2018-11-26,M4J,0.000573
8111,2300743,2018-11-26,M4J,0.000554
8112,2302095,2018-11-26,M2N,0.000343
8113,2302096,2018-11-27,M4A,0.00130
8114,2302097,2018-11-27,M4N,0.000640
8115,2299653,2018-11-27,M6G,0.000746
8116,2299645,2018-11-27,M6H,0.000150
8117,2299646,2018-11-27,M2N,<0.00005
8118,2302092,2018-11-27,M4N,<0.00005
8119,2300741,2018-11-27,M4C,<0.00005
8120,2300563,2018-11-27,M4C,<0.00005
8121,2302211,2018-11-28,M4S,<0.00005
8122,2299610,2018-11-30,M5R,0.0000897
8123,2299609,2018-11-30,M5R,<0.00005
8124,2299623,2018-11-30,M6K,0.000139
8125,2299689,2018-11-30,M8X,<0.00005
8126,2300562,2018-11-30,M4J,<0.00005
8127,2299624,2018-11-30,M6S,0.00278
8128,2299652,2018-11-30,M6G,<0.00005
8129,2302093,2018-11-30,M4N,0.000108
8130,2300561,2018-11-30,M4J,0.00107
8131,2299622,2018-12-01,M6H,0.00119
8132,2302277,2018-12-02,M4R,0.00237
8133,2303646,2018-12-02,M6K,0.0000932
8134,2300470,2018-12-03,M4C,0.194
8135,2302317,2018-12-03,M2N,0.0429
8136,2302303,2018-12-03,M4M,0.00188
8137,2303642,2018-12-04,M4V,0.000146
8138,2302094,2018-12-05,M5N,0.000103
8139,2303643,2018-12-05,M6J,0.00132
8140,2303667,2018-12-05,M6R,0.000449
8141,2303664,2018-12-05,M6E,0.00197
8142,2303666,2018-12-06,M6S,0.000108
8143,2303645,2018-12-07,M4K,0.0000518
8144,2309054,2018-12-07,M4C,0.00187
8145,2304283,2018-12-08,M6S,<0.00005
8146,2304282,2018-12-09,M9B,<0.00005
8147,2303665,2018-12-09,M9N,<0.00005
8148,2304212,2018-12-10,M8X,0.0000649
8149,2303647,2018-12-10,M6P,0.000431
8150,2309091,2018-12-11,M6J,0.000375
8151,2304264,2018-12-11,M9B,<0.00005
8152,2309082,2018-12-12,M6E,<0.00005
8153,2309087,2018-12-12,M6H,0.000231
8154,2309064,2018-12-12,M1K,0.0000630
8155,2309074,2018-12-13,M4M,0.000371
8156,2309055,2018-12-13,M4C,0.0000590
8157,2309078,2018-12-14,M6G,0.000552
8158,2309090,2018-12-14,M6E,0.0000809
8159,2312661,2018-12-15,M5N,<0.00005
8160,2309075,2018-12-15,M6C,0.000143
8161,2309093,2018-12-17,M4K,0.0000694
8162,2309072,2018-12-17,M6H,<0.00005
8163,2309086,2018-12-17,M6N,0.00292
8164,2311410,2018-12-17,M4P,0.0000557
8165,2309056,2018-12-18,M9N,<0.00005
8166,2309070,2018-12-18,M4P,0.0000587
8167,2309069,2018-12-18,M8X,<0.00005
8168,2312533,2018-12-18,M6R,0.000264
8169,2309039,2018-12-18,M1N,<0.00005
8170,2309092,2018-12-18,M6E,0.000382
8171,2309076,2018-12-19,M4J,0.000890
8172,2312658,2018-12-20,M4A,<0.00005
8173,2309073,2018-12-20,M6S,<0.00005
8174,2309077,2018-12-20,M4J,<0.00005
8175,2315490,2018-12-20,M6J,0.000120
8176,2312921,2018-12-27,M4J,<0.00005
8177,2312880,2018-12-27,M4J,0.000940
8178,2311002,2018-12-27,M5S,0.0000985
8179,2312543,2018-12-28,M5M,0.000797
8180,2311038,2018-12-28,M6H,<0.00005
8181,2312911,2018-12-28,M4K,0.000128
8182,2311042,2018-12-28,M6R,0.000430
8183,2309972,2018-12-28,M8W,<0.00005
8184,2311063,2018-12-29,M6P,0.000228
8185,2311039,2018-12-30,M6G,0.00130
8186,2312894,2018-12-31,M4C,0.000526
8187,2311040,2019-01-02,M6S,0.000279
8188,2311061,2019-01-02,M6J,<0.00005
8189,2311052,2019-01-02,M5M,0.00295
8190,2312523,2019-01-02,M5M,0.000432
8191,2312910,2019-01-02,M4J,<0.00005
8192,2311440,2019-01-02,M6J,<0.00005
8193,2309973,2019-01-03,M1M,0.000144
8194,2315461,2019-01-03,M1L,<0.00005
8195,2311409,2019-01-03,M6K,0.00232
8196,2311413,2019-01-03,M6P,0.000390
8197,2311411,2019-01-04,M4J,0.0000832
8198,2311429,2019-01-04,M8Y,0.00257
8199,2312882,2019-01-04,M4K,0.000875
8200,2311439,2019-01-04,M6J,0.000747
8201,2312881,2019-01-04,M4G,<0.00005
8202,2312547,2019-01-04,M4G,0.00135
8203,2315463,2019-01-04,M6J,0.00377
8204,2311412,2019-01-07,M6H,0.0000770
8205,2311408,2019-01-07,M6G,0.000559
8206,2312897,2019-01-07,M4J,<0.00005
8207,2312898,2019-01-07,M1M,<0.00005
8208,2312883,2019-01-08,M4K,0.0000575
8209,2312920,2019-01-08,M4C,0.0000552
8210,2312561,2019-01-08,M3H,0.000109
8211,2315459,2019-01-09,M6S,<0.00005
8212,2317980,2019-01-09,M4E,<0.00005
8213,2315460,2019-01-10,M6E,0.00139
8214,2315462,2019-01-11,M4K,0.000707
8215,2315457,2019-01-11,M6P,0.000359
8216,2315458,2019-01-14,M6P,0.000735
8217,2315488,2019-01-14,M6G,0.000610
8218,2315487,2019-01-14,M6J,0.000404
8219,2315489,2019-01-14,M6K,0.000438
8220,2315484,2019-01-15,M4L,0.00123
8221,2318007,2019-01-15,M4J,0.000495
8222,2315465,2019-01-15,M6J,0.000839
8223,2317539,2019-01-15,M6H,0.000288
8224,2318020,2019-01-15,M4B,<0.00005
8225,2315486,2019-01-15,M6K,0.00148
8226,2315464,2019-01-15,M4K,<0.00005
8227,2318008,2019-01-16,M4S,<0.00005
8228,2317512,2019-01-16,M5A,0.000355
8229,2315485,2019-01-16,M4T,0.00163
8230,2317525,2019-01-17,M5M,0.000250
8231,2318047,2019-01-17,M4J,0.000500
8232,2317538,2019-01-17,M4S,0.00201
8233,2315440,2019-01-17,M6R,<0.00005
8234,2317535,2019-01-17,M9M,<0.00005
8235,2327449,2019-01-17,M6S,<0.00005
8236,2317511,2019-01-17,M6R,0.000121
8237,2318048,2019-01-18,M4K,<0.00005
8238,2317526,2019-01-18,M6P,0.000310
8239,2317537,2019-01-20,M4K,<0.00005
8240,2319072,2019-01-20,M6N,0.000305
8241,2319075,2019-01-22,M6H,0.000463
8242,2317516,2019-01-22,M4B,<0.00005
8243,2319060,2019-01-23,M6R,<0.00005
8244,2319071,2019-01-24,M5J,<0.00005
8245,2319062,2019-01-24,M6G,0.000618
8246,2319073,2019-01-24,M4W,<0.00005
8247,2319084,2019-01-24,M4J,<0.00005
8248,2327928,2019-01-25,M9N,0.000433
8249,2320295,2019-01-26,M4J,0.000920
8250,2320692,2019-01-27,,0.00224
8251,2319061,2019-01-28,M4V,0.0000535
8252,2319074,2019-01-28,M4K,0.000312
8253,2320281,2019-01-28,M4C,<0.00005
8254,2327926,2019-01-28,M6A,<0.00005
8255,2320280,2019-01-29,M4E,0.000767
8256,2322587,2019-01-30,M8V,<0.00005
8257,2336371,2019-01-31,M6K,0.000143
8258,2324622,2019-01-31,M6E,0.00191
8259,2325919,2019-01-31,M4L,0.000107
8260,2325903,2019-02-03,M4K,0.00134
8261,2325894,2019-02-03,M4C,0.000413
8262,2327924,2019-02-04,M2N,0.00147
8263,2322589,2019-02-04,M9R,<0.00005
8264,2325902,2019-02-04,M4J,0.000973
8265,2325897,2019-02-04,M6C,<0.00005
8266,2327463,2019-02-05,M6J,0.00156
8267,2322588,2019-02-05,M6N,0.000300
8268,2325905,2019-02-05,M4C,<0.00005
8269,2325913,2019-02-05,M4K,0.000567
8270,2348095,2019-02-05,M4G,0.000201
8271,2327936,2019-02-06,M6B,<0.00005
8272,2325895,2019-02-06,M4C,<0.00005
8273,2327929,2019-02-07,M2R,<0.00005
8274,2325910,2019-02-07,M4L,<0.00005
8275,2331976,2019-02-09,M6R,0.000169
8276,2325896,2019-02-11,M8Z,<0.00005
8277,2327927,2019-02-11,M2M,0.00334
8278,2325911,2019-02-11,M4J,0.00101
8279,2325893,2019-02-14,M4L,0.000813
8280,2327447,2019-02-14,M6S,0.000512
8281,2327935,2019-02-14,M6C,0.00126
8282,2327938,2019-02-15,M6R,0.000349
8283,2327466,2019-02-15,M6E,<0.00005
8284,2327465,2019-02-15,M6E,<0.00005
8285,2327937,2019-02-19,M6G,<0.00005
8286,2327464,2019-02-19,M6P,<0.00005
8287,2327925,2019-02-19,M3C,<0.00005
8288,2327930,2019-02-19,M4L,0.000902
8289,2327931,2019-02-19,M4E,<0.00005
8290,2327932,2019-02-19,M3B,0.000145
8291,2327940,2019-02-19,M6A,<0.00005
8292,2327939,2019-02-19,M1L,0.000282
8293,2327941,2019-02-19,M6A,<0.00005
8294,2327458,2019-02-19,M9B,0.000131
8295,2327934,2019-02-19,M1S,<0.00005
8296,2327916,2019-02-20,M4K,0.0000824
8297,2327462,2019-02-20,M6K,0.000128
8298,2331994,2019-02-20,M4E,<0.00005
8299,2327933,2019-02-21,M4G,0.00103
8300,2330192,2019-02-21,M8V,<0.00005
8301,2331977,2019-02-22,M6K,0.000154
8302,2333048,2019-02-22,M5P,<0.00005
8303,2333047,2019-02-22,M4J,0.000464
8304,2333034,2019-02-22,M4K,<0.00005
8305,2331979,2019-02-24,M4G,0.000137
8306,2331978,2019-02-25,M6H,0.000381
8307,2336381,2019-02-25,M5R,<0.00005
8308,2333040,2019-02-25,M4J,<0.00005
8309,2333042,2019-02-25,M6A,<0.00005
8310,2333031,2019-02-25,M6A,<0.00005
8311,2333036,2019-02-25,M5M,0.00397
8312,2333039,2019-02-25,M4J,<0.00005
8313,2331893,2019-02-25,M1L,0.00452
8314,2331883,2019-02-28,M9A,<0.00005
8315,2331981,2019-02-28,M6N,0.000835
8316,2331894,2019-02-28,M9B,0.000130
8317,2333041,2019-02-28,M4J,0.0000602
8318,2333044,2019-03-01,M4J,0.000450
8319,2331993,2019-03-03,M6C,<0.00005
8320,2331992,2019-03-03,M5N,0.000713
8321,2331980,2019-03-03,M4K,0.000720
8322,2333038,2019-03-04,M3H,0.0000623
8323,2333037,2019-03-05,M5N,0.000122
8324,2333045,2019-03-05,M4M,0.00108
8325,2341706,2019-03-05,M1E,0.000332
8326,2333043,2019-03-06,M4C,<0.00005
8327,2333035,2019-03-06,M6H,0.000297
8328,2336375,2019-03-06,M4V,0.000655
8329,2336373,2019-03-06,M4V,0.000517
8330,2339317,2019-03-07,M4E,0.000883
8331,2336365,2019-03-07,M6E,0.000138
8332,2333032,2019-03-07,M6K,0.000112
8333,2333033,2019-03-07,M4Y,0.000472
8334,2339284,2019-03-07,M4E,0.000145
8335,2344593,2019-03-08,M9N,0.000989
8336,2339296,2019-03-08,M4K,0.000888
8337,2336380,2019-03-08,M6H,0.0000921
8338,2336374,2019-03-08,M9B,<0.00005
8339,2341705,2019-03-10,M4E,0.0974
8340,2336379,2019-03-11,M6H,0.000300
8341,2336382,2019-03-11,M8Y,<0.00005
8342,2339274,2019-03-11,M4A,0.000110
8343,2339321,2019-03-11,M4C,0.000219
8344,2336383,2019-03-11,M6J,0.00108
8345,2339320,2019-03-12,M4J,0.00252
8346,2337754,2019-03-12,M9N,<0.00005
8347,2337756,2019-03-13,M4M,<0.00005
8348,2337753,2019-03-13,M6H,0.00290
8349,2337749,2019-03-14,M4K,0.000929
8350,2337750,2019-03-14,M6J,0.000565
8351,2344591,2019-03-14,M2N,0.00101
8352,2337752,2019-03-14,M6E,0.00438
8353,2337755,2019-03-14,M6R,0.0000523
8354,2337747,2019-03-14,M8Y,<0.00005
8355,2337764,2019-03-14,M5J,<0.00005
8356,2337765,2019-03-15,M6H,0.000130
8357,2337748,2019-03-15,M6G,<0.00005
8358,2339283,2019-03-15,M4K,<0.00005
8359,2339255,2019-03-17,M4C,0.000779
8360,2337751,2019-03-18,M6P,<0.00005
8361,2341708,2019-03-18,M1J,0.0000719
8362,2340582,2019-03-19,M6R,0.000543
8363,2343166,2019-03-19,M4C,0.000107
8364,2339319,2019-03-19,M1R,0.00356
8365,2340576,2019-03-20,M1K,0.000279
8366,2344589,2019-03-20,M5M,<0.00005
8367,2341707,2019-03-20,M1L,0.0000793
8368,2343175,2019-03-20,M4J,0.000501
8369,2344619,2019-03-20,M6G,0.000215
8370,2344618,2019-03-20,M6G,<0.00005
8371,2340578,2019-03-20,M6J,0.000235
8372,2340590,2019-03-21,M9N,0.00129
8373,2340594,2019-03-21,M6J,0.00132
8374,2340612,2019-03-21,M6K,<0.00005
8375,2340579,2019-03-21,M6J,0.00184
8376,2340610,2019-03-21,M6E,0.000786
8377,2340577,2019-03-23,M8Y,0.00582
8378,2340581,2019-03-25,M4L,0.000678
8379,2340595,2019-03-25,M6J,0.000900
8380,2340575,2019-03-25,M4Y,0.000278
8381,2340580,2019-03-25,M6H,0.0429
8382,2344592,2019-03-25,M6R,0.0000828
8383,2344590,2019-03-26,M4G,<0.00005
8384,2340611,2019-03-26,M6A,<0.00005
8385,2342865,2019-03-26,M4J,0.000473
8386,2343186,2019-03-26,M4V,0.000380
8387,2343164,2019-03-26,M4E,0.000493
8388,2340593,2019-03-27,M9P,0.0000539
8389,2344594,2019-03-27,M4W,0.00461
8390,2344602,2019-03-27,M8W,<0.00005
8391,2344598,2019-03-28,M9B,<0.00005
8392,2343206,2019-03-28,M5M,<0.00005
8393,2344601,2019-03-28,M6N,<0.00005
8394,2344603,2019-03-28,M6N,0.000427
8395,2344599,2019-03-28,M9A,0.0000790
8396,2343165,2019-03-31,M4R,<0.00005
8397,2344596,2019-04-01,M6H,<0.00005
8398,2344600,2019-04-01,M4L,0.0000879
8399,2365221,2019-04-01,M1S,0.000199
8400,2344597,2019-04-01,M6N,0.00120
8401,2344595,2019-04-02,M8V,0.00168
8402,2344604,2019-04-02,M4C,0.000102
8403,2344637,2019-04-02,M2N,<0.00005
8404,2358119,2019-04-03,M4L,<0.00005
8405,2348096,2019-04-03,M4J,<0.00005
8406,2348011,2019-04-03,M4L,0.000353
8407,2348094,2019-04-04,M9A,0.00300
8408,2348017,2019-04-04,M4C,0.00123
8409,2348006,2019-04-04,M4S,0.00280
8410,2348013,2019-04-07,M4K,0.00105
8411,2351522,2019-04-08,M8V,<0.00005
8412,2348097,2019-04-08,M1M,0.0128
8413,2348098,2019-04-08,M6R,<0.00005
8414,2348016,2019-04-09,M4X,0.00347
8415,2348009,2019-04-10,M4W,0.000337
8416,2348014,2019-04-10,M4B,<0.00005
8417,2348015,2019-04-10,M4M,0.000379
8418,2348005,2019-04-10,M6K,0.000150
8419,2355009,2019-04-11,M3C,<0.00005
8420,2353899,2019-04-11,M4J,0.00177
8421,2359711,2019-04-11,M4M,0.000551
8422,2359616,2019-04-11,M5P,0.00162
8423,2358164,2019-04-11,M6J,<0.00005
8424,2359718,2019-04-11,M6S,0.0000602
8425,2359583,2019-04-12,M4K,0.000484
8426,2358085,2019-04-12,M6P,0.0000597
8427,2353902,2019-04-12,M4K,0.000377
8428,2358082,2019-04-12,M6R,0.00185
8429,2359726,2019-04-14,M4R,0.00138
8430,2351523,2019-04-14,M8V,<0.00005
8431,2359632,2019-04-15,M6G,<0.00005
8432,2355012,2019-04-15,M6A,0.000554
8433,2358087,2019-04-16,M6S,0.0000687
8434,2358115,2019-04-16,M6P,<0.00005
8435,2358084,2019-04-16,M6H,0.000904
8436,2353901,2019-04-17,M4E,<0.00005
8437,2358173,2019-04-17,M6P,<0.00005
8438,2359580,2019-04-17,M4M,0.00222
8439,2353748,2019-04-17,M4L,<0.00005
8440,2351524,2019-04-19,M8Y,<0.00005
8441,2358117,2019-04-20,M8W,0.0000925
8442,2359751,2019-04-22,M4W,0.0000627
8443,2359752,2019-04-22,M6A,0.0000642
8444,2359610,2019-04-22,M4M,0.000516
8445,2359579,2019-04-23,M4C,0.000385
8446,2365217,2019-04-23,M1P,<0.00005
8447,2358100,2019-04-23,M6G,0.000596
8448,2353749,2019-04-23,M4C,0.00140
8449,2353747,2019-04-24,M4E,<0.00005
8450,2365216,2019-04-24,M4E,0.0135
8451,2359581,2019-04-24,M6E,0.00258
8452,2358081,2019-04-24,M6H,0.000716
8453,2359735,2019-04-25,M4L,0.0000517
8454,2358098,2019-04-25,M8Y,<0.00005
8455,2359577,2019-04-26,M4L,0.000399
8456,2359732,2019-04-26,M4M,0.0162
8457,2367448,2019-04-27,M4N,8.12
8458,2359575,2019-04-28,M4J,0.00296
8459,2359015,2019-04-28,M4C,0.000592
8460,2358168,2019-04-29,M9B,0.00783
8461,2359582,2019-04-29,M4K,<0.00005
8462,2359633,2019-04-29,M4M,0.0000612
8463,2365223,2019-04-30,M1N,0.00110
8464,2367527,2019-04-30,M6G,0.000756
8465,2358086,2019-04-30,M6J,0.0000986
8466,2367526,2019-04-30,M6G,0.00149
8467,2367487,2019-05-01,M6N,0.000927
8468,2367426,2019-05-01,M3H,0.00270
8469,2359017,2019-05-01,M4J,<0.00005
8470,2367482,2019-05-02,M3H,0.000451
8471,2358120,2019-05-02,M6S,0.000118
8472,2358088,2019-05-03,M6P,0.00103
8473,2358121,2019-05-03,M6G,0.000280
8474,2365224,2019-05-03,M3A,<0.00005
8475,2367492,2019-05-04,M5N,0.00106
8476,2365215,2019-05-04,M8Z,<0.00005
8477,2358083,2019-05-05,M6H,0.000875
8478,2359019,2019-05-06,M4C,0.000381
8479,2359014,2019-05-06,M4K,<0.00005
8480,2359617,2019-05-06,M4M,0.000620
8481,2367524,2019-05-06,M9P,0.0000820
8482,2359020,2019-05-07,M4E,<0.00005
8483,2359016,2019-05-07,M4C,0.00481
8484,2359018,2019-05-07,M4C,0.00266
8485,2359578,2019-05-09,M8V,0.0000789
8486,2365209,2019-05-09,M4C,0.00311
8487,2361401,2019-05-09,M6S,0.000349
8488,2361382,2019-05-10,M8V,0.000129
8489,2361389,2019-05-10,M9P,0.00147
8490,2361447,2019-05-10,M6S,<0.00005
8491,2359615,2019-05-10,M6A,<0.00005
8492,2359753,2019-05-10,M4K,0.00110
8493,2367452,2019-05-10,M6G,0.0000984
8494,2367477,2019-05-12,M6B,0.000343
