_id,Sample Number,Sample Date,PartialPostalCode,Lead Amount (ppm)
8495,2361390,2019-05-13,M8V,0.0000769
8496,2365225,2019-05-13,M1G,0.0000712
8497,2367499,2019-05-13,M6H,<0.00005
8498,2367446,2019-05-14,M6E,0.000152
8499,2365214,2019-05-14,M4L,0.00201
8500,2361388,2019-05-14,M6J,0.000390
8501,2365218,2019-05-14,M1B,0.0000673
8502,2361384,2019-05-14,M6K,0.000253
8503,2367458,2019-05-14,M6E,0.00192
8504,2365213,2019-05-14,M1N,0.00104
8505,2367449,2019-05-15,M4S,<0.00005
8506,2361383,2019-05-15,M6G,<0.00005
8507,2369640,2019-05-16,M6J,<0.00005
8508,2367516,2019-05-17,M6J,0.000546
8509,2367450,2019-05-17,M5E,0.000584
8510,2365201,2019-05-17,M6S,0.0705
8511,2369637,2019-05-17,M6R,0.000239
8512,2367480,2019-05-17,M4C,0.00283
8513,2369651,2019-05-18,M6H,0.000338
8514,2367508,2019-05-18,M4J,0.0168
8515,2368883,2019-05-20,M8Y,0.000103
8516,2368886,2019-05-21,M8Z,<0.00005
8517,2367457,2019-05-21,M4J,0.00636
8518,2369703,2019-05-22,M5T,<0.00005
8519,2367451,2019-05-22,M4J,0.00103
8520,2367489,2019-05-22,M4B,<0.00005
8521,2368663,2019-05-22,M6S,0.00266
8522,2369671,2019-05-22,M5T,<0.00005
8523,2369704,2019-05-22,M5T,<0.00005
8524,2369705,2019-05-22,M5T,<0.00005
8525,2369701,2019-05-22,M5T,0.0000552
8526,2369670,2019-05-22,M5T,0.000162
8527,2369702,2019-05-22,M5T,<0.00005
8528,2369668,2019-05-22,M5T,0.000137
8529,2367490,2019-05-22,M4C,0.000678
8530,2369688,2019-05-22,M5T,0.000154
8531,2368794,2019-05-22,M6G,0.00177
8532,2369638,2019-05-23,M6S,0.000109
8533,2367460,2019-05-23,M5S,0.000319
8534,2367497,2019-05-23,M6K,<0.00005
8535,2367523,2019-05-23,M6R,0.00213
8536,2367447,2019-05-23,M4K,0.00162
8537,2368879,2019-05-24,M6R,0.000174
8538,2388411,2019-05-25,M6P,0.000885
8539,2369649,2019-05-27,M6P,0.000160
8540,2369639,2019-05-27,M6H,<0.00005
8541,2367498,2019-05-27,M4B,0.816
8542,2367522,2019-05-27,M4K,0.0000577
8543,2367515,2019-05-27,M4C,0.000939
8544,2369650,2019-05-27,M9B,0.000110
8545,2367491,2019-05-27,M8W,<0.00005
8546,2369667,2019-05-27,M6H,0.0000600
8547,2367493,2019-05-28,M4E,0.0000634
8548,2368888,2019-05-28,M6G,0.00228
8549,2370322,2019-05-28,M6H,0.000140
8550,2367495,2019-05-28,M6H,0.000741
8551,2367496,2019-05-28,M4K,0.0000580
8552,2370353,2019-05-29,M1W,<0.00005
8553,2370354,2019-05-29,M6H,0.000290
8554,2378505,2019-05-29,M1K,0.000429
8555,2370359,2019-05-30,M1J,<0.00005
8556,2373779,2019-05-30,M4C,0.00112
8557,2378504,2019-05-31,M5R,<0.00005
8558,2373780,2019-05-31,M4E,0.00118
8559,2378606,2019-06-02,M4L,0.000101
8560,2378487,2019-06-03,M6M,<0.00005
8561,2378465,2019-06-03,M6J,0.000590
8562,2378511,2019-06-04,M4L,0.000173
8563,2388423,2019-06-04,M5S,0.00273
8564,2378594,2019-06-05,M4L,0.000309
8565,2373777,2019-06-05,M3M,0.000225
8566,2378467,2019-06-05,M4S,0.0000832
8567,2373778,2019-06-06,M4L,0.00265
8568,2378593,2019-06-06,M4L,0.0230
8569,2376292,2019-06-06,M4K,0.000156
8570,2378539,2019-06-07,M1L,0.0000601
8571,2377029,2019-06-07,M8X,0.000162
8572,2376291,2019-06-07,M4J,0.000278
8573,2373772,2019-06-07,M6B,0.0000688
8574,2376290,2019-06-07,M4J,0.0000763
8575,2378615,2019-06-08,M4L,0.000430
8576,2378466,2019-06-09,M4M,0.000668
8577,2376294,2019-06-10,M6M,0.000683
8578,2380767,2019-06-10,M4J,0.000840
8579,2377028,2019-06-11,M6N,<0.00005
8580,2377308,2019-06-11,M9R,0.0000924
8581,2376289,2019-06-11,M4E,0.0000695
8582,2378592,2019-06-11,M4L,0.000290
8583,2378507,2019-06-11,M4G,0.0000622
8584,2388424,2019-06-12,M1N,<0.00005
8585,2377027,2019-06-13,M6R,0.0000640
8586,2377015,2019-06-13,M6A,0.000287
8587,2378461,2019-06-14,M1M,0.000386
8588,2378463,2019-06-17,M4J,0.00209
8589,2378462,2019-06-17,M4L,<0.00005
8590,2377030,2019-06-17,M6N,0.000839
8591,2377024,2019-06-17,M6H,0.000113
8592,2378464,2019-06-17,M4E,<0.00005
8593,2378651,2019-06-18,M6C,0.0000746
8594,2378659,2019-06-18,M6R,<0.00005
8595,2380881,2019-06-19,M6G,0.000290
8596,2380766,2019-06-19,M6G,0.0000742
8597,2380753,2019-06-19,M8Z,<0.00005
8598,2378657,2019-06-19,M6J,0.0000804
8599,2378648,2019-06-19,M1L,0.000111
8600,2380737,2019-06-19,M4J,0.00102
8601,2378656,2019-06-20,M6G,0.00188
8602,2380880,2019-06-20,M6J,0.00462
8603,2380765,2019-06-20,M4W,0.00134
8604,2380752,2019-06-20,M4C,<0.00005
8605,2380779,2019-06-21,M1R,0.000132
8606,2380768,2019-06-21,M6G,0.00204
8607,2385606,2019-06-23,M6K,0.00187
8608,2380755,2019-06-24,M1N,0.00188
8609,2380780,2019-06-24,M5B,0.000196
8610,2385057,2019-06-24,M4L,0.00141
8611,2385055,2019-06-25,M8Y,0.000133
8612,2385609,2019-06-26,M9R,<0.00005
8613,2385546,2019-06-26,M6S,0.0000827
8614,2385068,2019-06-26,M8Z,<0.00005
8615,2385054,2019-06-26,M4E,0.000642
8616,2391632,2019-06-27,M1K,<0.00005
8617,2385547,2019-06-27,M6K,0.00277
8618,2385485,2019-06-27,M6H,0.00175
8619,2385053,2019-06-27,M9A,<0.00005
8620,2385471,2019-06-27,M6R,0.0000988
8621,2385567,2019-06-27,M6G,<0.00005
8622,2385523,2019-06-27,M4S,<0.00005
8623,2385587,2019-06-28,M6K,0.000956
8624,2385056,2019-06-28,M4B,0.000119
8625,2385544,2019-06-28,M6G,0.000157
8626,2385486,2019-06-28,M6G,0.000493
8627,2391622,2019-06-28,M1G,0.0000807
8628,2385484,2019-06-28,M6P,0.000111
8629,2388419,2019-07-02,M5M,<0.00005
8630,2391620,2019-07-03,M1R,<0.00005
8631,2385524,2019-07-03,M6R,<0.00005
8632,2388414,2019-07-03,M6R,0.000294
8633,2388415,2019-07-04,M6A,<0.00005
8634,2385487,2019-07-04,M6H,0.000676
8635,2385545,2019-07-04,M6P,0.000736
8636,2385610,2019-07-04,M6J,0.000691
8637,2385047,2019-07-04,M4J,0.00180
8638,2388413,2019-07-04,M6G,<0.00005
8639,2388474,2019-07-04,M4X,0.000230
8640,2388412,2019-07-04,M6R,0.000311
8641,2391633,2019-07-05,M1E,0.0000670
8642,2388486,2019-07-05,M6P,0.000278
8643,2391636,2019-07-07,M4J,0.000106
8644,2388422,2019-07-07,M6A,<0.00005
8645,2388418,2019-07-08,M6E,0.00167
8646,2391637,2019-07-08,M5R,<0.00005
8647,2388487,2019-07-08,M6E,<0.00005
8648,2388475,2019-07-09,M4C,<0.00005
8649,2388476,2019-07-09,M4E,0.0000829
8650,2391638,2019-07-09,M4X,0.00111
8651,2388425,2019-07-09,M4J,0.00148
8652,2388438,2019-07-10,M4J,0.00123
8653,2391644,2019-07-10,M1H,<0.00005
8654,2397505,2019-07-10,M3M,0.00178
8655,2395216,2019-07-10,M6R,0.00005
8656,2395328,2019-07-11,M6E,0.00005
8657,2391619,2019-07-12,M8Z,0.000104
8658,2391634,2019-07-15,M4C,0.000232
8659,2391621,2019-07-15,M4C,<0.00005
8660,2397506,2019-07-15,M6B,0.0000643
8661,2392231,2019-07-16,M6H,0.00522
8662,2392311,2019-07-16,M6N,0.00296
8663,2392193,2019-07-16,M6N,<0.00005
8664,2395241,2019-07-16,M6J,<0.00005
8665,2392236,2019-07-17,M6S,<0.00005
8666,2395219,2019-07-17,M6J,0.0389
8667,2406371,2019-07-17,,0.000519
8668,2397502,2019-07-17,M3C,0.000158
8669,2391635,2019-07-17,M4L,0.000961
8670,2397483,2019-07-17,M3L,<0.00005
8671,2395246,2019-07-19,M6S,0.000120
8672,2403458,2019-07-19,M4K,0.0000771
8673,2391784,2019-07-19,M6J,0.0000764
8674,2406738,2019-07-19,M1E,<0.00005
8675,2398765,2019-07-19,M4L,0.00110
8676,2395244,2019-07-21,M5R,0.0000800
8677,2395218,2019-07-22,M6R,0.000490
8678,2395217,2019-07-22,M6P,0.00177
8679,2395323,2019-07-22,M4B,<0.00005
8680,2395242,2019-07-22,M8Z,<0.00005
8681,2395248,2019-07-22,M8W,<0.00005
8682,2406734,2019-07-22,M4E,0.000169
8683,2398757,2019-07-22,M4J,0.000274
8684,2395319,2019-07-23,M6H,0.000620
8685,2403382,2019-07-23,M4C,0.00131
8686,2397469,2019-07-23,M2P,<0.00005
8687,2395247,2019-07-23,M9B,<0.00005
8688,2398766,2019-07-24,M4M,0.00261
8689,2403376,2019-07-24,M6C,0.000180
8690,2398763,2019-07-25,M6G,0.000165
8691,2397507,2019-07-25,M5M,0.0000722
8692,2398761,2019-07-26,M4M,<0.00005
8693,2403384,2019-07-26,M4L,0.00303
8694,2398759,2019-07-27,M6N,0.00101
8695,2403374,2019-07-30,M6P,0.00690
8696,2405959,2019-07-30,M3H,<0.00005
8697,2403378,2019-07-30,M4E,<0.00005
8698,2416325,2019-07-30,M6S,0.000238
8699,2398760,2019-07-31,M6J,0.00134
8700,2410056,2019-07-31,M5S,0.000540
8701,2403373,2019-08-01,M4E,0.0000603
8702,2403375,2019-08-01,M6G,0.00253
8703,2403413,2019-08-01,M4E,0.000406
8704,2403385,2019-08-01,M5M,0.0159
8705,2403419,2019-08-01,M4E,0.00150
8706,2403405,2019-08-02,M4G,0.000764
8707,2403380,2019-08-02,M5S,0.000725
8708,2403404,2019-08-02,M4K,0.000416
8709,2403371,2019-08-02,M4C,<0.00005
8710,2403416,2019-08-06,M6E,0.000162
8711,2403387,2019-08-06,M6K,0.00275
8712,2403383,2019-08-06,M4C,0.00285
8713,2403410,2019-08-06,M6P,0.000526
8714,2403406,2019-08-06,M4C,0.0000913
8715,2403386,2019-08-06,M5R,<0.00005
8716,2416330,2019-08-07,M9B,<0.00005
8717,2405993,2019-08-07,M2N,<0.00005
8718,2405976,2019-08-07,M6E,0.00516
8719,2403414,2019-08-07,M6N,0.000112
8720,2403381,2019-08-08,M6P,0.00422
8721,2403411,2019-08-08,M6P,<0.00005
8722,2405926,2019-08-08,M3H,<0.00005
8723,2406739,2019-08-08,M1V,<0.00005
8724,2410011,2019-08-09,M6J,0.00150
8725,2403427,2019-08-09,M6M,0.000749
8726,2406448,2019-08-09,M4C,0.000108
8727,2403379,2019-08-09,M4V,0.00123
8728,2416322,2019-08-09,M9A,0.0000721
8729,2406379,2019-08-09,M4W,0.00169
8730,2405925,2019-08-09,M5R,0.00290
8731,2403377,2019-08-09,M1N,<0.00005
8732,2403372,2019-08-09,M4L,0.000152
8733,2410059,2019-08-12,M4C,0.00005
8734,2410013,2019-08-12,M6G,0.000680
8735,2410055,2019-08-12,M6K,0.000790
8736,2406732,2019-08-12,M4J,0.0000644
8737,2410058,2019-08-12,M6P,<0.00005
8738,2406733,2019-08-13,M4L,0.000863
8739,2406790,2019-08-13,M5R,0.000634
8740,2406383,2019-08-13,M4L,0.00152
8741,2416338,2019-08-13,M6S,<0.00005
8742,2406737,2019-08-13,M4K,0.0000728
8743,2406747,2019-08-14,M4K,0.00190
8744,2410010,2019-08-15,M6G,0.000110
8745,2406445,2019-08-15,M4C,0.00126
8746,2406443,2019-08-15,M4E,<0.00005
8747,2419139,2019-08-15,M3H,0.000907
8748,2411495,2019-08-16,M3C,0.0000800
8749,2410009,2019-08-16,M6J,0.00186
8750,2416336,2019-08-17,M3H,0.000851
8751,2411489,2019-08-17,M6H,<0.00005
8752,2411517,2019-08-18,M4L,0.0000800
8753,2411516,2019-08-19,M4J,0.000270
8754,2420891,2019-08-19,M4L,0.00243
8755,2410007,2019-08-19,M6H,0.00102
8756,2411494,2019-08-20,M4L,<0.00005
8757,2411491,2019-08-20,M6J,<0.00005
8758,2421477,2019-08-20,M4E,0.0000615
8759,2416332,2019-08-21,M2M,0.00140
8760,2416328,2019-08-21,M6B,0.0000567
8761,2421528,2019-08-21,M6S,0.000533
8762,2421478,2019-08-21,M4T,0.000788
8763,2416324,2019-08-21,M5P,0.000111
8764,2421476,2019-08-21,M1M,0.00234
8765,2411490,2019-08-22,M6C,0.00107
8766,2411492,2019-08-22,M4J,0.00214
8767,2411499,2019-08-22,M4G,0.00005
8768,2411496,2019-08-22,M6P,<0.00005
8769,2411493,2019-08-22,M6P,<0.00005
8770,2421441,2019-08-23,M6J,0.00196
8771,2416329,2019-08-23,M3H,0.0000510
8772,2416331,2019-08-23,M3H,0.0000733
8773,2416304,2019-08-23,M3H,0.0000675
8774,2418245,2019-08-23,M4C,0.0000789
8775,2421526,2019-08-23,M4T,0.0000792
8776,2420130,2019-08-25,M4G,0.0000849
8777,2420865,2019-08-26,M6J,0.00135
8778,2420864,2019-08-26,M6M,0.00354
8779,2416323,2019-08-26,M4M,0.00116
8780,2421479,2019-08-26,M6H,0.00106
8781,2421475,2019-08-26,M6P,0.000231
8782,2421487,2019-08-26,M6S,0.0000669
8783,2421463,2019-08-27,M6K,0.0000622
8784,2420128,2019-08-27,M6P,0.00273
8785,2421196,2019-08-28,M6J,0.000318
8786,2420887,2019-08-28,M6M,0.00120
8787,2416337,2019-08-28,M4C,0.000139
8788,2416339,2019-08-29,M4M,0.000158
8789,2416333,2019-08-29,M4C,0.00134
8790,2416334,2019-08-29,M2M,<0.00005
8791,2416335,2019-08-29,M9N,<0.00005
8792,2416340,2019-08-29,M4M,0.000296
8793,2421499,2019-08-29,M4K,0.00178
8794,2416327,2019-08-30,M5M,0.00191
8795,2421221,2019-08-30,M6K,0.0000653
8796,2416326,2019-08-30,M5M,0.00224
8797,2421462,2019-09-02,M6P,0.000733
8798,2421527,2019-09-03,M6H,0.000288
8799,2420881,2019-09-03,M6J,0.000151
8800,2421156,2019-09-03,M6H,<0.00005
8801,2418254,2019-09-04,M4S,0.00490
8802,2418301,2019-09-04,M4J,0.000836
8803,2420890,2019-09-04,M8X,0.0000575
8804,2421525,2019-09-04,M6S,0.000918
8805,2418244,2019-09-04,M4E,<0.00005
8806,2418277,2019-09-05,M4K,<0.00005
8807,2420131,2019-09-05,M4Y,<0.00005
8808,2421176,2019-09-05,M4K,0.000740
8809,2420129,2019-09-06,M6M,0.00358
8810,2425301,2019-09-06,M4C,0.00421
8811,2420882,2019-09-06,M4E,0.00311
8812,2425285,2019-09-08,M6J,0.00291
8813,2421226,2019-09-09,M9R,<0.00005
8814,2421220,2019-09-09,M6N,0.00127
8815,2421458,2019-09-10,M5A,0.0000512
8816,2421461,2019-09-10,M6N,<0.00005
8817,2429125,2019-09-10,M2N,0.0000600
8818,2425299,2019-09-10,M4C,0.00371
8819,2425287,2019-09-10,M4J,0.000100
8820,2421451,2019-09-10,M8Z,0.0000761
8821,2425300,2019-09-10,M1N,0.000320
8822,2421214,2019-09-10,M6H,0.000973
8823,2420866,2019-09-11,M6J,<0.00005
8824,2425335,2019-09-11,M1G,0.000580
8825,2429128,2019-09-11,M2L,0.0000890
8826,2442555,2019-09-11,M6B,0.00005
8827,2440767,2019-09-12,M6B,<0.00005
8828,2425286,2019-09-12,M4C,0.00466
8829,2425298,2019-09-12,M4K,0.00103
8830,2425288,2019-09-12,M4C,0.000270
8831,2440921,2019-09-12,M6G,0.000140
8832,2425338,2019-09-12,M1G,0.000230
8833,2433932,2019-09-13,M8V,0.000127
8834,2440762,2019-09-16,M5J,0.0000743
8835,2425343,2019-09-16,M4T,0.00208
8836,2429117,2019-09-16,M6P,0.000108
8837,2429119,2019-09-16,M6G,0.000626
8838,2433371,2019-09-17,M9B,0.0000528
8839,2441132,2019-09-17,M3C,0.000160
8840,2429120,2019-09-18,M6H,<0.00005
8841,2440922,2019-09-18,M6J,<0.00005
8842,2440855,2019-09-18,M4M,0.00396
8843,2429491,2019-09-18,M6R,0.0489
8844,2440795,2019-09-18,M6J,0.000603
8845,2429122,2019-09-19,M4P,0.000895
8846,2441223,2019-09-19,M4M,0.00127
8847,2429127,2019-09-19,M6S,0.00573
8848,2441134,2019-09-19,M5B,0.000190
8849,2433975,2019-09-19,M6S,0.000593
8850,2441268,2019-09-19,M5A,0.00224
8851,2429118,2019-09-19,M6P,0.000906
8852,2440775,2019-09-19,M4K,0.000360
8853,2429126,2019-09-20,M6E,0.00463
8854,2440869,2019-09-20,M5B,0.000130
8855,2435764,2019-09-23,M8W,0.000127
8856,2435763,2019-09-23,M8W,0.0000978
8857,2429123,2019-09-23,M6P,0.000131
8858,2432831,2019-09-23,M4C,0.000670
8859,2433370,2019-09-24,M4L,0.000394
8860,2433998,2019-09-24,M4J,0.000175
8861,2441258,2019-09-25,M6R,0.000170
8862,2440917,2019-09-25,M4L,<0.00005
8863,2433997,2019-09-25,M2N,<0.00005
8864,2441279,2019-09-25,M6E,0.0219
8865,2433944,2019-09-25,M4C,0.0000783
8866,2433921,2019-09-25,M8V,0.0000743
8867,2440857,2019-09-25,M6H,0.00105
8868,2433372,2019-09-25,M3B,0.00420
8869,2429124,2019-09-25,M4S,0.00171
8870,2441352,2019-09-27,M4M,0.00423
8871,2429121,2019-09-27,M2N,0.0000717
8872,2441117,2019-09-30,M8V,<0.00005
8873,2440708,2019-09-30,M6G,0.0000700
8874,2433931,2019-09-30,M4K,0.000887
8875,2440768,2019-09-30,M5A,0.00250
8876,2440896,2019-09-30,M6G,0.000330
8877,2435665,2019-10-01,M6J,0.000791
8878,2441104,2019-10-01,M4J,0.000780
8879,2433369,2019-10-01,M4R,0.000321
8880,2441127,2019-10-01,M4L,0.00180
8881,2440853,2019-10-01,M4E,0.00626
8882,2441351,2019-10-01,M4W,<0.00005
8883,2441259,2019-10-02,M4C,0.000580
8884,2441278,2019-10-02,M4W,0.000260
8885,2441105,2019-10-02,M4C,0.000330
8886,2440918,2019-10-02,M6H,0.00111
8887,2441226,2019-10-02,M6S,<0.00005
8888,2441280,2019-10-03,M6S,0.00386
8889,2465109,2019-10-03,M4C,0.000590
8890,2438901,2019-10-03,M4R,0.0000600
8891,2440908,2019-10-03,M4J,<0.00005
8892,2440910,2019-10-04,M4L,0.000958
8893,2441343,2019-10-04,M4M,0.0131
8894,2435667,2019-10-04,M8W,0.000321
8895,2440920,2019-10-04,M4K,0.00108
8896,2441342,2019-10-04,M5T,0.0000557
8897,2438897,2019-10-06,M6C,0.00138
8898,2453009,2019-10-06,M3H,<0.00005
8899,2440923,2019-10-06,M5S,0.00110
8900,2435677,2019-10-07,M9R,<0.00005
8901,2454273,2019-10-07,M6P,0.000179
8902,2440924,2019-10-07,M4L,0.000209
8903,2441241,2019-10-08,M4L,0.00708
8904,2441106,2019-10-09,M4X,0.000407
8905,2438902,2019-10-09,M4R,0.0000600
8906,2441240,2019-10-10,M6H,0.000114
8907,2438899,2019-10-10,M9A,0.000180
8908,2440794,2019-10-10,M1M,<0.00005
8909,2438896,2019-10-10,M6E,0.00860
8910,2440919,2019-10-10,M6B,0.00213
8911,2440856,2019-10-11,M4J,0.000643
8912,2438898,2019-10-11,M4P,0.00179
8913,2441222,2019-10-14,M5R,0.000655
8914,2441133,2019-10-14,M6P,0.0000673
8915,2438900,2019-10-14,M8V,0.000460
8916,2440714,2019-10-15,M4J,0.00356
8917,2440851,2019-10-15,M4J,0.0000705
8918,2441320,2019-10-15,M5M,0.0000700
8919,2441137,2019-10-15,M5A,0.00153
8920,2441773,2019-10-15,M2N,0.000110
8921,2440776,2019-10-15,M4P,<0.00005
8922,2448177,2019-10-16,M4J,0.000750
8923,2440854,2019-10-16,M4E,0.000124
8924,2440745,2019-10-17,M6P,0.000125
8925,2441792,2019-10-17,M8Z,0.00005
8926,2445968,2019-10-18,M4J,0.000250
8927,2441116,2019-10-18,M4W,0.000100
8928,2451587,2019-10-18,M6H,0.00176
8929,2448175,2019-10-19,M6S,0.00228
8930,2457694,2019-10-19,M5A,0.000246
8931,2448174,2019-10-20,M6R,0.00514
8932,2448269,2019-10-20,M4V,0.000160
8933,2441772,2019-10-21,M6A,0.000160
8934,2445966,2019-10-21,M4E,0.00232
8935,2451281,2019-10-21,M6P,0.000320
8936,2448263,2019-10-22,M4E,0.0000800
8937,2451231,2019-10-22,M6H,<0.00005
8938,2445967,2019-10-23,M4C,<0.00005
8939,2446000,2019-10-23,M6C,0.000180
8940,2448179,2019-10-24,M4E,0.000880
8941,2446098,2019-10-24,M1R,<0.00005
8942,2446015,2019-10-24,M1R,0.00005
8943,2448172,2019-10-24,M4E,0.00470
8944,2451535,2019-10-26,M6J,0.00130
8945,2465110,2019-10-27,M8Y,0.000340
8946,2448264,2019-10-27,M6H,0.000470
8947,2445995,2019-10-27,M6J,0.000120
8948,2446999,2019-10-28,M4L,0.000530
8949,2446111,2019-10-28,M1M,<0.00005
8950,2448171,2019-10-28,M6G,0.00121
8951,2446081,2019-10-28,M6H,0.00317
8952,2446169,2019-10-28,M5N,0.0000800
8953,2446991,2019-10-29,M4E,<0.00005
8954,2445997,2019-10-29,M6S,<0.00005
8955,2446993,2019-10-30,M4M,0.000150
8956,2445986,2019-10-30,M2N,0.0000900
8957,2445996,2019-10-30,M9B,<0.00005
8958,2448273,2019-10-30,M6H,0.00171
8959,2447218,2019-10-31,M1L,0.000210
8960,2448270,2019-11-01,M4L,0.00124
8961,2449890,2019-11-01,M4J,0.000110
8962,2449806,2019-11-01,M4L,0.000840
8963,2448271,2019-11-01,M6P,0.00111
8964,2449876,2019-11-04,M6S,0.000280
8965,2451300,2019-11-04,M6M,0.0000700
8966,2449880,2019-11-04,M4A,<0.00005
8967,2449929,2019-11-04,M4N,<0.00005
8968,2449968,2019-11-04,M9B,0.000120
8969,2448262,2019-11-04,M4X,0.000750
8970,2453243,2019-11-04,M6N,0.00115
8971,2448275,2019-11-04,M5R,0.000110
8972,2449786,2019-11-04,M4C,0.000750
8973,2449912,2019-11-04,M6G,0.00005
8974,2449924,2019-11-04,M6G,0.000250
8975,2448285,2019-11-04,M5T,<0.00005
8976,2449906,2019-11-04,M4J,0.000370
8977,2448173,2019-11-04,M6J,0.000630
8978,2451518,2019-11-04,M6J,0.000100
8979,2448540,2019-11-04,M6J,0.00272
8980,2448522,2019-11-04,M4C,0.00005
8981,2449911,2019-11-05,M4C,0.00233
8982,2449978,2019-11-05,M4M,0.00238
8983,2451585,2019-11-05,M6J,0.00237
8984,2451284,2019-11-05,M6N,0.000700
8985,2449896,2019-11-05,M4C,0.00487
8986,2451608,2019-11-05,M6G,0.0000600
8987,2449791,2019-11-05,M5P,0.00116
8988,2449878,2019-11-05,M8X,0.000510
8989,2449793,2019-11-05,M1R,0.0130
8990,2449972,2019-11-05,M4L,<0.00005
8991,2451190,2019-11-05,M5A,0.00137
8992,2453000,2019-11-05,M4J,0.0000880
8993,2449877,2019-11-05,M8Y,<0.00005
8994,2453039,2019-11-05,M4R,<0.00005
8995,2450522,2019-11-05,M9A,<0.00005
8996,2452747,2019-11-05,M4J,<0.00005
8997,2451583,2019-11-05,M6R,0.00228
8998,2451505,2019-11-05,M4T,0.000150
8999,2449973,2019-11-05,M5M,<0.00005
9000,2449980,2019-11-05,M8X,<0.00005
9001,2454012,2019-11-05,M6P,<0.00005
9002,2451186,2019-11-05,M4X,0.000580
9003,2451546,2019-11-05,M6C,<0.00005
9004,2451481,2019-11-05,M4R,<0.00005
9005,2449803,2019-11-05,M1E,<0.00005
9006,2454320,2019-11-05,M6E,0.000195
9007,2451554,2019-11-05,M4G,<0.00005
9008,2451533,2019-11-05,M5V,0.000160
9009,2454014,2019-11-05,M6E,0.00151
9010,2451506,2019-11-05,M4L,0.00005
9011,2450958,2019-11-05,M4T,0.000380
9012,2469437,2019-11-05,M6E,0.00436
9013,2451167,2019-11-05,M5R,0.00005
9014,2451232,2019-11-05,M4C,0.000770
9015,2451216,2019-11-05,M4M,0.00465
9016,2454011,2019-11-05,M4C,0.000718
9017,2449930,2019-11-05,M6C,0.000670
9018,2451215,2019-11-06,M5R,0.000430
9019,2451504,2019-11-06,M6B,<0.00005
9020,2454447,2019-11-06,M6J,<0.00005
9021,2449979,2019-11-06,M9A,0.00243
9022,2450582,2019-11-06,M2N,<0.00005
9023,2453980,2019-11-06,M6P,0.000929
9024,2450509,2019-11-06,M9B,<0.00005
9025,2451517,2019-11-06,M1N,<0.00005
9026,2451606,2019-11-06,M6P,0.00152
9027,2450776,2019-11-06,M4L,0.000260
9028,2458824,2019-11-06,M6S,<0.00005
9029,2449796,2019-11-06,M1R,0.0000800
9030,2449891,2019-11-06,M5M,<0.00005
9031,2449935,2019-11-06,M1E,<0.00005
9032,2449969,2019-11-06,M9A,<0.00005
9033,2451206,2019-11-06,M6E,0.000640
9034,2449974,2019-11-06,M4G,0.000120
9035,2450962,2019-11-06,M4B,<0.00005
9036,2449887,2019-11-06,M6K,0.000200
9037,2450470,2019-11-06,M9A,<0.00005
9038,2449971,2019-11-06,M9A,0.000110
9039,2451223,2019-11-06,M6R,0.000320
9040,2451582,2019-11-06,M6C,0.00211
9041,2451438,2019-11-06,M4J,0.0000800
9042,2449881,2019-11-06,M4M,<0.00005
9043,2454272,2019-11-06,M9N,0.0000659
9044,2454013,2019-11-06,M6E,0.0000527
9045,2451581,2019-11-06,,0.000230
9046,2454017,2019-11-06,M6P,0.000707
9047,2453983,2019-11-06,M6R,0.000113
9048,2450439,2019-11-06,M5M,0.000100
9049,2451188,2019-11-06,M6J,0.000150
9050,2451049,2019-11-06,M4B,0.0000600
9051,2451050,2019-11-06,M1L,0.000130
9052,2451051,2019-11-06,M4J,<0.00005
9053,2449885,2019-11-06,M6C,0.000390
9054,2449967,2019-11-06,M4J,0.00618
9055,2453020,2019-11-06,M3H,<0.00005
9056,2454542,2019-11-06,M6P,0.0000746
9057,2450065,2019-11-06,M9P,0.0000900
9058,2458851,2019-11-06,M6S,<0.00005
9059,2449977,2019-11-06,M8X,0.000240
9060,2450098,2019-11-06,M4G,<0.00005
9061,2457178,2019-11-06,M4X,<0.00005
9062,2449795,2019-11-06,M4N,0.000530
9063,2450979,2019-11-06,M4G,0.00198
9064,2449893,2019-11-06,M4G,0.0000800
9065,2450965,2019-11-06,M4G,0.00194
9066,2455478,2019-11-06,M2N,<0.00005
9067,2449926,2019-11-06,M1J,0.0000600
9068,2450498,2019-11-06,M8Y,0.000150
9069,2450985,2019-11-06,M4J,0.000480
9070,2450484,2019-11-06,M8X,0.00005
9071,2451245,2019-11-06,M5M,0.0000700
9072,2450953,2019-11-06,M4L,0.0000900
9073,2450494,2019-11-06,M5M,<0.00005
9074,2450964,2019-11-06,M4J,<0.00005
9075,2451211,2019-11-06,M4M,0.00158
9076,2451315,2019-11-06,M4G,0.00005
9077,2454554,2019-11-06,M6P,0.000811
9078,2450467,2019-11-06,M8V,<0.00005
9079,2454026,2019-11-06,M6P,0.000354
9080,2453841,2019-11-06,M8Y,0.000438
9081,2450966,2019-11-06,M4B,0.0000800
9082,2450456,2019-11-06,M9C,0.00005
9083,2454506,2019-11-06,M6P,0.0000518
9084,2451610,2019-11-06,M4V,<0.00005
9085,2451168,2019-11-06,M5P,0.000240
9086,2451052,2019-11-06,M4L,0.000220
9087,2453171,2019-11-06,M6H,<0.00005
9088,2453309,2019-11-06,M6K,0.000398
9089,2451557,2019-11-06,M1N,0.00319
9090,2450527,2019-11-06,M3M,0.000410
9091,2450454,2019-11-06,M6S,<0.00005
